,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
181013,30,2019-06-28,J Balvin,LA CANCIÓN,"626,782",0.754,0.6459999999999999,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.10800000000000001,0.429,176.08900000000003,spotify:track:0fea68AdmYNygeTGI4RC18,242573.0,4.0,219.0
181016,33,2019-06-28,J Balvin,MOJAITA,"597,400",0.45,0.8420000000000001,0.0,-3.602,1.0,0.102,0.0171,0.0,0.377,0.885,172.06900000000002,spotify:track:71pEiUWwfDFiRO6RmFpnBf,187333.0,4.0,5.0
181021,38,2019-06-28,J Balvin,YO LE LLEGO,"554,515",0.785,0.792,9.0,-4.695,0.0,0.0641,0.0104,0.0,0.10400000000000001,0.528,155.036,spotify:track:0uIfrUwwg0Z7KTitul7E3T,249600.0,4.0,5.0
181025,42,2019-06-28,Daniel Caesar,LOVE AGAIN,"516,613",0.5529999999999999,0.441,5.0,-6.4110000000000005,1.0,0.0918,0.41,2.57e-06,0.107,0.525,76.988,spotify:track:2fhePAlCSsJplwkjqMYpVm,214278.0,4.0,6.0
181029,46,2019-06-28,Ellie Goulding,Hate Me (with Juice WRLD),"511,912",0.657,0.768,8.0,-4.628,1.0,0.0507,0.10800000000000001,0.0,0.14400000000000002,0.759,75.025,spotify:track:6kls8cSlUyHW2BUOkDJIZE,186223.0,4.0,282.0
181030,47,2019-06-28,J Balvin,CUIDAO POR AHÍ,"494,053",0.845,0.813,4.0,-2.9789999999999996,0.0,0.077,0.111,0.0024100000000000002,0.174,0.586,90.98,spotify:track:6SYSu569pfYdkDT9A5lZqi,198320.0,4.0,3.0
181031,48,2019-06-28,NF,When I Grow Up,"481,684",0.8170000000000001,0.8140000000000001,2.0,-3.985,1.0,0.185,0.32,0.0,0.152,0.247,109.994,spotify:track:5rLyYxZNzca00ENADO9m54,196800.0,4.0,27.0
181036,53,2019-06-28,J Balvin,UN PESO,"458,547",0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,spotify:track:7hynhxDoDpgMIV12JuVtNa,277107.0,4.0,5.0
181037,54,2019-06-28,Daniel Caesar,SUPERPOSITION,"458,014",0.589,0.27899999999999997,4.0,-11.209000000000001,1.0,0.0408,0.9109999999999999,0.000128,0.087,0.33299999999999996,115.656,spotify:track:45PxuJqJBnPXZKLxoo9Apj,263795.0,4.0,4.0
181047,64,2019-06-28,J Balvin,ODIO,"426,631",0.74,0.698,6.0,-3.838,0.0,0.0388,0.215,0.0,0.11599999999999999,0.529,139.99,spotify:track:7alOsNr36sJ8CyOEP4aILq,270400.0,4.0,3.0
181053,70,2019-06-28,Chance the Rapper,Cocoa Butter Kisses,"402,382",0.679,0.645,6.0,-7.777,0.0,0.222,0.0518,0.0,0.145,0.203,125.795,spotify:track:0aMHIW1lqrulVCx0LLlr6a,307188.0,4.0,4.0
181054,71,2019-06-28,J Balvin,COMO UN BEBÉ,"398,076",0.825,0.807,6.0,-5.752999999999999,1.0,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,spotify:track:7knLcYCOSaURD0d7HUULFM,218827.0,4.0,3.0
181068,85,2019-06-28,Daniel Caesar,ENTROPY,"359,865",0.642,0.527,2.0,-9.443999999999999,1.0,0.0534,0.8079999999999999,4.28e-05,0.154,0.5660000000000001,133.062,spotify:track:795p3jKj5stjPf8IFpZkdD,261291.0,4.0,2.0
181072,89,2019-06-28,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","353,549",0.883,0.525,2.0,-8.054,0.0,0.0633,0.18899999999999997,0.0,0.0971,0.312,99.978,spotify:track:2zjGJ0dChMR0KxBZS15aqo,174100.0,4.0,182.0
181073,90,2019-06-28,Chance the Rapper,Favorite Song,"351,695",0.725,0.601,1.0,-9.03,1.0,0.377,0.0321,0.0,0.0504,0.8109999999999999,155.918,spotify:track:1sFstGV1Z3Aw5TDFCiT7vK,185062.0,4.0,3.0
181076,93,2019-06-28,Daniel Caesar,CYANIDE,"344,560",0.589,0.652,10.0,-7.497999999999999,1.0,0.373,0.7040000000000001,0.00055,0.125,0.486,158.49,spotify:track:3uouaAVXpQR3X8RYkJyitQ,194960.0,4.0,4.0
181083,100,2019-06-28,Daniel Caesar,FRONTAL LOBE MUZIK,"336,625",0.6809999999999999,0.568,11.0,-6.263999999999999,0.0,0.136,0.439,0.000173,0.446,0.301,140.004,spotify:track:0b6l1obmzq1YrqiKBVLtIo,229402.0,4.0,2.0
181093,110,2019-06-28,Chance the Rapper,Juice,"324,147",0.759,0.111,10.0,-21.779,0.0,0.861,0.495,0.0,0.495,0.804,109.238,spotify:track:3VhGbMpUONRwUIvgFoF14b,30301.0,5.0,1.0
181101,118,2019-06-28,Chance the Rapper,Good Ass Intro,"313,204",0.605,0.731,1.0,-8.127,0.0,0.29100000000000004,0.0644,2.7000000000000004e-06,0.331,0.672,79.843,spotify:track:23Ij3xEFmYkRl00dDJCVMP,239250.0,4.0,1.0
181107,124,2019-06-28,The Black Keys,Walk Across The Water,"307,630",0.418,0.583,9.0,-7.296,1.0,0.0257,0.32899999999999996,0.769,0.23800000000000002,0.327,79.594,spotify:track:5AEyKKiz6YPTLR7EDFLqMS,235842.0,4.0,1.0
181114,131,2019-06-28,Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),"297,514",0.857,0.6759999999999999,1.0,-5.359,1.0,0.192,0.218,0.0,0.0592,0.33899999999999997,103.99799999999999,spotify:track:3O7lxdQoe1aNWs93VSHsJg,263127.0,4.0,5.0
181130,147,2019-06-28,Daniel Caesar,OPEN UP,"278,167",0.84,0.192,6.0,-12.843,1.0,0.0514,0.409,6e-06,0.10099999999999999,0.31,114.93,spotify:track:4QTwWQDW89udp0JDO2lmPI,266227.0,3.0,1.0
181132,149,2019-06-28,Carnage,Wait For Me (feat. G-Eazy & Wiz Khalifa),"276,225",0.562,0.442,6.0,-7.761,0.0,0.155,0.132,2.62e-05,0.124,0.127,139.805,spotify:track:6Rz7TXNHJpsyUs0Jcls38b,224981.0,4.0,1.0
181147,164,2019-06-28,Chance the Rapper,Pusha Man,"262,934",0.768,0.569,0.0,-8.791,1.0,0.243,0.469,0.0,0.6779999999999999,0.883,124.104,spotify:track:4ygQUye7obtqhSltSxp18H,139406.0,4.0,1.0
181160,177,2019-06-28,Daniel Caesar,RESTORE THE FEELING,"250,160",0.541,0.39299999999999996,10.0,-13.19,1.0,0.262,0.615,3.4e-05,0.192,0.564,58.387,spotify:track:1GY1aODWhIPUmLNitZMgRL,214011.0,4.0,1.0
181170,187,2019-06-28,Chance the Rapper,Lost,"244,472",0.667,0.428,6.0,-8.911,0.0,0.264,0.245,0.0,0.14400000000000002,0.449,119.59899999999999,spotify:track:5v2ePUTZiv1mPDCD1nSbfF,184562.0,4.0,1.0
181171,188,2019-06-28,Chance the Rapper,Paranoia,"243,884",0.47200000000000003,0.282,1.0,-12.309000000000001,1.0,0.306,0.317,0.00015800000000000002,0.107,0.12300000000000001,69.985,spotify:track:6Oe5tmI1bfguCp6dKHbSj6,275281.0,4.0,1.0
181173,190,2019-06-28,Daniel Caesar,TOO DEEP TO TURN BACK,"242,009",0.5670000000000001,0.436,9.0,-10.325999999999999,1.0,0.0571,0.778,0.0,0.188,0.252,149.987,spotify:track:63UNqAjFomMcZXc2InOxTC,318533.0,4.0,1.0
181780,197,2019-07-01,Chris Lane,I Don't Know About You,"209,271",0.593,0.81,1.0,-5.733,1.0,0.0625,0.602,0.0,0.11900000000000001,0.7120000000000001,144.011,spotify:track:3yOs8FffuG6hPbzQG9lIqV,207933.0,4.0,18.0
181934,151,2019-07-02,Dreamville,"Costa Rica (feat. Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","250,051",0.642,0.647,7.0,-6.312,0.0,0.428,0.517,0.0,0.0649,0.664,120.749,spotify:track:5WnfnSpuNEGXyEt78PBA6d,217867.0,4.0,114.0
182179,196,2019-07-03,Marshmello,Down,"217,353",0.677,0.9470000000000001,1.0,-3.8139999999999996,1.0,0.0538,0.0014,0.0688,0.0712,0.7979999999999999,142.00799999999998,spotify:track:7DyYqU6pn8blguCw3S377E,153000.0,4.0,1.0
182268,85,2019-07-04,Don McLean,American Pie,"327,664",0.531,0.48100000000000004,4.0,-11.709000000000001,0.0,0.06,0.6990000000000001,0.0,0.0842,0.491,138.45,spotify:track:1fDsrQ23eTAVFElUMaf38X,516893.0,4.0,2.0
182359,176,2019-07-04,Saweetie,My Type,"236,546",0.899,0.8109999999999999,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.5870000000000001,105.038,spotify:track:5KBARWIxeMGkvUax9VtVC9,126446.0,4.0,175.0
182378,195,2019-07-04,John Mellencamp,Jack & Diane,"223,103",0.8109999999999999,0.41,9.0,-8.214,1.0,0.0392,0.0365,6.94e-06,0.0799,0.625,103.94,spotify:track:43btz2xjMKpcmjkuRsvxyg,254493.0,4.0,1.0
182384,1,2019-07-05,Post Malone,Goodbyes (Feat. Young Thug),"1,839,077",0.5479999999999999,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.10300000000000001,0.163,150.06799999999998,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,174853.0,4.0,283.0
182393,10,2019-07-05,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),"1,006,961",0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,spotify:track:6MF4tRr5lU8qok8IKaFOBE,202040.0,4.0,73.0
182410,27,2019-07-05,Dreamville,LamboTruck (with Cozz feat. REASON & Childish Major),"615,549",0.6779999999999999,0.695,10.0,-5.3229999999999995,0.0,0.28600000000000003,0.0485,0.0,0.254,0.242,135.04399999999998,spotify:track:1OS9fNE87zO4Z696lBXriv,229387.0,4.0,6.0
182416,33,2019-07-05,Dreamville,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,"567,429",0.8,0.826,1.0,-3.198,1.0,0.107,0.0706,4.76e-06,0.18100000000000002,0.24100000000000002,148.02100000000002,spotify:track:2gtFMLjQpCTGekMi4oXZxN,123413.0,4.0,7.0
182418,35,2019-07-05,Dreamville,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)","530,782",0.509,0.703,1.0,-6.097,1.0,0.512,0.39,0.0,0.26899999999999996,0.301,174.25900000000001,spotify:track:7wxDKfgFtRTbupcG4xDhtj,275987.0,4.0,5.0
182422,39,2019-07-05,Dreamville,Sunset (with J. Cole feat. Young Nudy),"497,156",0.924,0.385,1.0,-7.0489999999999995,1.0,0.185,0.187,0.0,0.132,0.39,129.976,spotify:track:3pZO6GoVPeSYDxxsH6vCdj,178373.0,4.0,20.0
182423,40,2019-07-05,Dreamville,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""","491,292",0.507,0.545,2.0,-7.209,1.0,0.43,0.25,0.0,0.239,0.392,78.461,spotify:track:03XfngWwNfhEjrnEga73Rg,194613.0,4.0,5.0
182431,48,2019-07-05,Ed Sheeran,Best Part of Me (feat. YEBBA),"459,001",0.565,0.242,2.0,-8.367,1.0,0.0318,0.762,9.3e-06,0.285,0.237,81.657,spotify:track:0VsGaRXR5WAzpu51unJTis,243267.0,4.0,18.0
182433,50,2019-07-05,Dreamville,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)","447,083",0.779,0.597,10.0,-6.694,0.0,0.0851,0.561,0.0,0.131,0.43200000000000005,124.056,spotify:track:4ChD9wq9iakg5UdeSzmgPE,174360.0,4.0,5.0
182441,58,2019-07-05,Dreamville,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)","425,995",0.525,0.725,7.0,-5.318,1.0,0.629,0.529,0.0,0.598,0.693,175.63,spotify:track:1KbCc89SxYma4BnBChkJBs,210467.0,4.0,5.0
182442,59,2019-07-05,Dreamville,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),"417,461",0.636,0.8,11.0,-4.265,0.0,0.34700000000000003,0.337,0.0,0.39,0.7040000000000001,88.65700000000001,spotify:track:6n3q5ybuUQFT97ddyuxsFh,238453.0,4.0,4.0
182445,62,2019-07-05,Dreamville,Rembrandt...Run It Back (with JID & J. Cole feat. Vince Staples),"399,377",0.631,0.568,7.0,-5.946000000000001,1.0,0.456,0.442,0.0044399999999999995,0.111,0.263,140.21200000000002,spotify:track:2DjLLLV2r88a8TO0hVTVrS,151827.0,4.0,4.0
182449,66,2019-07-05,Dreamville,"Ladies, Ladies, Ladies (with JID feat. T.I.)","380,654",0.631,0.687,11.0,-6.1770000000000005,0.0,0.258,0.753,0.0,0.309,0.534,80.706,spotify:track:3QBnJDkME3teXvf52Sfslk,167787.0,4.0,4.0
182461,78,2019-07-05,Dreamville,Self Love (with Ari Lennox & Bas feat. Baby Rose),"363,762",0.7609999999999999,0.6970000000000001,5.0,-6.164,1.0,0.0568,0.18600000000000003,0.0,0.126,0.19699999999999998,106.051,spotify:track:7dnSXaCjLdFiWZa8s5wP1n,223013.0,4.0,4.0
182462,79,2019-07-05,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),"358,441",0.631,0.7959999999999999,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,spotify:track:6EbduYTr62sSzvl36wWiFM,209120.0,4.0,16.0
182468,85,2019-07-05,Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),"338,566",0.825,0.672,0.0,-7.108,1.0,0.418,0.0858,0.0,0.12300000000000001,0.24600000000000002,147.01,spotify:track:7wTA0NKIm6T7nP2kaymU2a,382307.0,4.0,6.0
182480,97,2019-07-05,Marshmello,Proud,"311,187",0.521,0.716,0.0,-4.999,1.0,0.0364,0.0372,0.0,0.14800000000000002,0.12,77.562,spotify:track:4YXKVaWzHaVyDq2pVS5cgR,191000.0,4.0,4.0
182525,142,2019-07-05,Dreamville,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)","254,110",0.68,0.883,1.0,-5.3870000000000005,1.0,0.395,0.187,0.0,0.11599999999999999,0.59,96.17299999999999,spotify:track:5KUciA17ZXudpvWAc3mLHs,237853.0,4.0,2.0
182556,173,2019-07-05,Machine Gun Kelly,Glass House (feat. Naomi Wild),"227,839",0.68,0.586,1.0,-7.01,0.0,0.0567,0.0174,3.19e-06,0.128,0.196,149.968,spotify:track:0YP8kt3sAYTj6eEyesreQH,201740.0,4.0,1.0
182719,136,2019-07-06,Jaden,Chateau,"254,948",0.759,0.812,8.0,-4.257,1.0,0.251,0.251,0.0,0.348,0.22899999999999998,139.911,spotify:track:2mbAFKj9gePjW91G1WH3sp,135880.0,4.0,3.0
182725,142,2019-07-06,Blueface,Daddy (feat. Rich The Kid),"250,439",0.8690000000000001,0.59,11.0,-8.214,1.0,0.257,0.07,0.0,0.23600000000000002,0.479,107.934,spotify:track:4hanO6Du5J7QEguNHYZHmw,151147.0,4.0,101.0
182980,197,2019-07-07,Ambjaay,Uno,"196,240",0.978,0.47700000000000004,8.0,-8.158999999999999,1.0,0.155,0.000143,0.0,0.133,0.196,110.00200000000001,spotify:track:3AEgic4yp82NxMWUjHtxnO,109091.0,4.0,91.0
183752,169,2019-07-11,Beyoncé,"SPIRIT - From Disney's ""The Lion King""","236,299",0.23800000000000002,0.435,5.0,-8.096,1.0,0.0497,0.009559999999999999,0.0,0.0981,0.0447,78.797,spotify:track:6ucmgsair6pvRYfwgvI6e0,277030.0,4.0,5.0
183758,175,2019-07-11,Machine Gun Kelly,Candy (feat. Trippie Redd),"231,296",0.7440000000000001,0.638,5.0,-4.86,0.0,0.049,0.00829,0.0,0.182,0.48,98.01899999999999,spotify:track:37AGgp9VP8TVJBfEat74Bj,156719.0,4.0,7.0
183781,198,2019-07-11,Beyoncé,Can You Feel the Love Tonight,"211,295",0.337,0.331,5.0,-10.16,1.0,0.0385,0.657,0.0,0.085,0.35,103.20299999999999,spotify:track:1zSKtBze2IReYU44W0lDzd,182613.0,5.0,2.0
183786,3,2019-07-12,Billie Eilish,bad guy (with Justin Bieber),"1,616,799",0.67,0.45299999999999996,0.0,-11.265,1.0,0.295,0.252,0.33,0.11699999999999999,0.68,135.055,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,194840.0,4.0,48.0
183788,5,2019-07-12,Ed Sheeran,Antisocial (with Travis Scott),"1,429,782",0.715,0.823,5.0,-5.313,0.0,0.0495,0.133,0.0,0.361,0.91,151.95600000000002,spotify:track:1DhRbox3xkceP64k3JeYfW,161747.0,4.0,56.0
183792,9,2019-07-12,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),"1,221,297",0.857,0.621,9.0,-6.376,0.0,0.0824,0.14800000000000002,0.0,0.0865,0.6679999999999999,97.986,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,204467.0,4.0,131.0
183796,13,2019-07-12,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),"1,097,510",0.852,0.6659999999999999,11.0,-6.922999999999999,0.0,0.184,0.135,0.0,0.7979999999999999,0.726,91.046,spotify:track:0AtP8EkGPn6SwxKDaUuXec,207760.0,4.0,20.0
183818,35,2019-07-12,Ed Sheeran,Take Me Back to London (feat. Stormzy),"584,121",0.885,0.762,8.0,-5.513,0.0,0.21600000000000003,0.21899999999999997,0.0,0.162,0.605,138.059,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,189733.0,4.0,9.0
183821,38,2019-07-12,Ed Sheeran,Put It All on Me (feat. Ella Mai),"547,725",0.627,0.594,7.0,-8.306000000000001,1.0,0.0478,0.253,0.0,0.373,0.389,101.008,spotify:track:5T03itPFOPGGkvVPvPiyla,197093.0,4.0,8.0
183823,40,2019-07-12,Ed Sheeran,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),"537,839",0.778,0.59,8.0,-5.547999999999999,1.0,0.27,0.467,0.0,0.0902,0.515,97.995,spotify:track:4vIKzWqtn44umal5jXq4wE,212307.0,4.0,8.0
183828,45,2019-07-12,Ed Sheeran,Feels (feat. Young Thug & J Hus),"523,663",0.665,0.68,2.0,-4.899,1.0,0.29,0.11199999999999999,0.0,0.096,0.69,91.67,spotify:track:1Bdptrvb7nQkq8kCw3siE9,150787.0,4.0,7.0
183840,57,2019-07-12,Ed Sheeran,Way To Break My Heart (feat. Skrillex),"472,488",0.726,0.731,1.0,-6.303999999999999,0.0,0.159,0.11,3.21e-06,0.0928,0.43,170.125,spotify:track:5d1rmWWF1725tnYjq6rMDB,190293.0,4.0,7.0
183841,58,2019-07-12,Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),"468,100",0.469,0.631,8.0,-6.569,0.0,0.0853,0.314,0.0,0.14,0.763,91.41799999999999,spotify:track:3FHXUqaUer9o231Je1zxIN,204507.0,4.0,7.0
183842,59,2019-07-12,Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),"464,418",0.747,0.649,10.0,-6.218,0.0,0.21899999999999997,0.33299999999999996,0.0,0.172,0.84,88.01100000000001,spotify:track:2qRN7PWiHRLprw4FpDeI9N,200733.0,4.0,7.0
183843,60,2019-07-12,NF,Time - Edit,"462,514",0.665,0.703,8.0,-3.885,1.0,0.07,0.128,0.0,0.115,0.257,97.96799999999999,spotify:track:1gZFRYcPz3wKevEaNYRwfW,230611.0,4.0,56.0
183865,82,2019-07-12,Future,100 Shooters (feat. Meek Mill),"387,878",0.645,0.675,1.0,-5.282,0.0,0.20199999999999999,0.0104,0.0,0.273,0.171,120.67200000000001,spotify:track:2j7mcsEz4n5XxMMqqjjB6p,209120.0,5.0,14.0
183873,90,2019-07-12,David Guetta,Thing For You (With Martin Solveig),"365,051",0.774,0.723,2.0,-5.545,1.0,0.0496,0.0395,1.82e-05,0.1,0.769,121.057,spotify:track:0IhTEIjFaRt3B2NQYf9azQ,191399.0,4.0,3.0
183875,92,2019-07-12,French Montana,Wiggle It (feat. City Girls),"358,727",0.8059999999999999,0.76,1.0,-4.69,1.0,0.0465,0.0114,3.11e-05,0.126,0.5539999999999999,101.965,spotify:track:4vfsh1GHqHZtTlkusq9j5E,172048.0,4.0,2.0
183918,135,2019-07-12,Bon Iver,Faith,"287,610",0.45299999999999996,0.36200000000000004,1.0,-11.154000000000002,1.0,0.0319,0.768,0.0148,0.0998,0.18100000000000002,134.94899999999998,spotify:track:5fLZQWarUISdz4attMFTXl,217947.0,4.0,1.0
183925,142,2019-07-12,iann dior,gone girl,"279,326",0.677,0.7140000000000001,11.0,-5.6370000000000005,1.0,0.0287,0.162,0.0,0.0717,0.355,94.956,spotify:track:3iH29NcCxYgI5shlkZrUoB,136568.0,4.0,47.0
183971,188,2019-07-12,Kane Brown,Like a Rodeo,"243,686",0.67,0.6609999999999999,3.0,-6.797999999999999,0.0,0.0466,0.7040000000000001,0.0,0.217,0.425,119.985,spotify:track:7z3dPHwGxeK4fD6fYFDwiS,201730.0,4.0,1.0
183974,191,2019-07-12,Tory Lanez,Melee,"242,180",0.67,0.613,1.0,-7.0760000000000005,1.0,0.139,0.000907,0.0,0.159,0.191,150.122,spotify:track:600LJrBPTbJUvuVc4WCDfB,169600.0,4.0,1.0
184166,183,2019-07-13,Rich The Kid,Go Up (feat. Roddy Ricch),"232,420",0.8420000000000001,0.575,1.0,-4.995,1.0,0.158,0.0167,0.0,0.313,0.29,148.02,spotify:track:0cMPXkjXXkMqokO9LIFPFn,169397.0,4.0,2.0
184875,92,2019-07-17,Quality Control,Baby,"313,666",0.97,0.46299999999999997,10.0,-7.2589999999999995,1.0,0.366,0.0957,0.0,0.151,0.46,108.00299999999999,spotify:track:5MPPttjfGap2C6j6eKcO6J,142417.0,4.0,271.0
185194,11,2019-07-19,Sam Smith,How Do You Sleep?,"870,242",0.47700000000000004,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.56700000000001,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,202205.0,5.0,181.0
185205,22,2019-07-19,Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),"693,545",0.608,0.7090000000000001,7.0,-6.175,1.0,0.374,0.11900000000000001,0.0,0.337,0.7090000000000001,105.742,spotify:track:7oqftogUN82Q7VNy2TmTJW,272069.0,4.0,13.0
185215,32,2019-07-19,Blue Ivy,BROWN SKIN GIRL,"552,137",0.603,0.602,6.0,-7.082999999999999,1.0,0.23,0.049,0.0,0.27899999999999997,0.595,119.70299999999999,spotify:track:0B3FovCVaGKS5w1FTidEUP,248472.0,5.0,14.0
185227,44,2019-07-19,XXXTENTACION,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)","491,181",0.919,0.5379999999999999,1.0,-6.15,1.0,0.24100000000000002,0.0243,0.0415,0.0956,0.597,124.95200000000001,spotify:track:0OTBOHjEaoqroFlfut1ZsH,203570.0,4.0,5.0
185237,54,2019-07-19,Bazzi,I.F.L.Y.,"447,282",0.325,0.0758,0.0,-19.857,1.0,0.0457,0.9309999999999999,0.00237,0.156,0.126,99.98100000000001,spotify:track:2EtyJUUyHCBbvjUkYLE5vH,542560.0,4.0,199.0
185265,82,2019-07-19,Tory Lanez,Forever,"355,684",0.805,0.7759999999999999,1.0,-6.006,1.0,0.139,0.00015900000000000002,0.0,0.0502,0.172,146.997,spotify:track:0oVxGuRMnawFgA8aduocfc,172245.0,4.0,7.0
185338,155,2019-07-19,Anuel AA,China,"255,155",0.7859999999999999,0.8079999999999999,7.0,-3.702,1.0,0.0882,0.0846,0.00028900000000000003,0.0822,0.609,105.027,spotify:track:2ksOAxtIxY8yElEWw8RhgK,301714.0,4.0,130.0
185343,160,2019-07-19,Beyoncé,BIGGER,"249,106",0.484,0.363,5.0,-8.094,0.0,0.0368,0.645,0.0,0.125,0.201,127.822,spotify:track:4R2KJOgEUP2qO3re9BwIhs,226479.0,4.0,1.0
185364,181,2019-07-19,Charli XCX,Gone,"236,358",0.91,0.441,6.0,-7.575,1.0,0.0693,0.0414,8.8e-06,0.0745,0.66,114.00200000000001,spotify:track:1yUJK3qxPiFiPeAG2gLfuW,246480.0,4.0,1.0
185382,199,2019-07-19,Beyoncé,NILE,"223,056",0.484,0.457,8.0,-9.458,0.0,0.204,0.738,0.0,0.536,0.342,83.493,spotify:track:0lboDHM9hSR5j5CFlWDR9k,107205.0,4.0,1.0
185971,188,2019-07-22,Oliver Tree,Alien Boy,"208,384",0.8029999999999999,0.599,1.0,-5.169,1.0,0.0985,0.111,0.0,0.23600000000000002,0.484,130.107,spotify:track:1gGhqfs2pDTOI30AEXMXrn,163525.0,4.0,6.0
186017,34,2019-07-23,Taylor Swift,The Archer,"508,068",0.292,0.574,0.0,-9.375,1.0,0.0401,0.12,0.00569,0.0663,0.166,124.344,spotify:track:3pHkh7d0lzM2AldUtz2x37,211240.0,4.0,50.0
186461,78,2019-07-25,Big Sean,Overtime,"339,110",0.46799999999999997,0.8370000000000001,1.0,-5.654,1.0,0.381,0.187,0.0,0.687,0.605,95.47,spotify:track:2IoVnTEyj8NdFBpWoEFrMZ,203653.0,3.0,5.0
186485,102,2019-07-25,DJ Snake,Loco Contigo,"306,150",0.6940000000000001,0.758,11.0,-2.986,1.0,0.218,0.278,1.34e-06,0.102,0.371,192.09099999999998,spotify:track:6osaMSJh9NguagEDQcZaKx,185195.0,4.0,65.0
186517,134,2019-07-25,Lil Nas X,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,"264,564",0.89,0.513,1.0,-5.996,1.0,0.154,0.0706,0.0,0.102,0.61,136.02,spotify:track:6woeVu3fVMflqen1t4N6pg,114133.0,4.0,7.0
186590,7,2019-07-26,Rick Ross,Gold Roses (feat. Drake),"1,057,966",0.502,0.633,1.0,-5.8,1.0,0.419,0.009909999999999999,0.0,0.389,0.552,83.226,spotify:track:1rX5L6pyl3rVWb55D8Cprr,349600.0,4.0,25.0
186595,12,2019-07-26,Chance the Rapper,All Day Long,"836,622",0.767,0.884,2.0,-3.674,1.0,0.161,0.027999999999999997,0.0,0.10300000000000001,0.7170000000000001,123.01,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ,208238.0,4.0,7.0
186598,15,2019-07-26,Chance the Rapper,Hot Shower,"818,341",0.899,0.509,9.0,-8.04,1.0,0.387,0.00157,0.0,0.0573,0.599,150.001,spotify:track:00ko9WaS4jOX1kEk3gvHjf,225924.0,4.0,193.0
186601,18,2019-07-26,Chance the Rapper,Do You Remember,"786,897",0.606,0.655,6.0,-6.327999999999999,1.0,0.402,0.139,0.0,0.10300000000000001,0.696,159.82399999999998,spotify:track:67xBtV07CC73eFw7z5oCvU,236686.0,4.0,9.0
186612,29,2019-07-26,Chance the Rapper,Eternal,"622,885",0.7929999999999999,0.524,5.0,-6.229,0.0,0.14800000000000002,0.0622,0.0,0.0803,0.631,95.044,spotify:track:5LeStoyvjAHpM52IYogOq0,243915.0,4.0,6.0
186613,30,2019-07-26,Big Sean,Single Again,"612,950",0.635,0.677,10.0,-5.547999999999999,1.0,0.0909,0.161,0.0,0.154,0.253,94.95,spotify:track:7IP0lO9tHfNwBWZ9X6TJ84,213733.0,4.0,14.0
186620,37,2019-07-26,NF,Leave Me Alone,"570,788",0.722,0.741,1.0,-3.72,1.0,0.19,0.249,0.0,0.151,0.46,162.11,spotify:track:3EtyEzMpfKSaoVhPunvbRV,308652.0,4.0,9.0
186622,39,2019-07-26,Chance the Rapper,We Go High,"554,665",0.657,0.644,5.0,-5.6979999999999995,0.0,0.363,0.802,0.0,0.10099999999999999,0.5670000000000001,85.28299999999999,spotify:track:01GmGxOPy22EdAZGC0X6q1,299168.0,4.0,6.0
